Fichier;Titre;2e titre;Titre original;Compositeur;Auteur;Tonalité;Format;Copyright;Référence;Thème;Air du;Vol.
JEM306;Gloire à Dieu;Servez le Seigneur d'un cœur joyeux;Praise the Lord;Daniel Markoya;Daniel Markoya;Lam;"1 voix + piano ; 1x2 voix + piano";© 1976 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Joie et célébration;;1
JEM307;Crie de joie;Toute la terre;Shout for joy;Ramon Pink;Ramon Pink;Fa;1 voix;© 1982 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Joie et célébration;;1
JEM308;Célébrons d'un seul cœur le Seigneur;;Lasst uns loben den Namen; ; ;Rém;Canon à 3 voix;© 1981 Jugend für Christus;;Louange;;1
JEM309;Dieu règne;Faites un bruit joyeux;The Lord reigns;Ted Sandquist;Ted Sandquist;Mi;2x2 voix;© 1974 Lion of Judah/John Benson Publishing/Small Stone Media/LTC;;Louange;;1
JEM310;Le rocher de notre salut;Je chanterai avec joie;The rock of my salvation;Shona Sauni;Shona Sauni;Fa;1x2 voix;© 1983 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Joie et célébration;;1
JEM311;Chant de victoire;Avec Dieu nous ferons des exploits;Victory song;Dale Garratt;Dale Garratt;Dom;1 voix + piano;© 1979 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Combat spirituel;;1
JEM312;"Je m'écrie: ""Loué soit l'Eternel !""";;;Danie Hurtrel;Danie Hurtrel;"Mi ; Fa";"1 voix ; 2x1 voix";© 1980 Editions CDE;;Combat spirituel;;1
JEM313;Montre ta force, Seigneur !;Béni soit le Seigneur;Call to war ;Dale Garratt;Dale Garratt;Mibm;1 voix;© 1981 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Combat spirituel;;1
JEM314;Majesté;Exaltons et célébrons;Majesty;Jack Hayford;Jack Hayford;Sol;2x2 voix;© 1981 Rocksmith Music ;;Adoration;;1
JEM315;Éternel, j'ai entendu ce que tu nous as annoncé;;Ode an die Freude;Ludvig van Beethoven; ;Sol;2x2 voix;© Domaine public;Habacuc 3;Louange;;1
JEM316;Tournez les yeux vers le Seigneur;J'ai cherché le Seigneur;;Equipe Algeria;Equipe Algeria;Ré;2x2 voix;© C. Guerret-Fourneau;;Appel;;1
JEM317;Ouvrez les portes du saint lieu;;;Weissel Georg;Pierre Pidoux;Fa;2x2 voix;© Musique Protestante (Collection de) - Edit. P. Pidoux;;Exhortation;;1
JEM318;Chante, chante;Seigneur, nous te chanterons;Happy, happy;Merla Watson;Merla Watson;Rém;1 voix;© 1975 Catacombs Productions/Song Solutions CopyCare/LTC;;Joie et célébration;;1
JEM319;Chant de Pâques;Entends le chant qui résonne;Hear the bells ringing;Anne Herring;Anne Herring;Mib;"1x2 voix + piano ; 1x3 voix + piano";© 1973 Sparrow Song/EMI Christian Music Publishing/Small Stone Media/LTC;;Appel;;1
JEM320;Il est vivant;Vivant, Jésus est vivant;;Abram Edewards;Ruth Muller;Sib;"3+2 voix ; 1 voix";© 1983 Janz Music;;Louange;;1
JEM321;Nous venons devant le Seigneur glorieux;Nous tenons fermement;As we come before;Dale Garratt;Dale Garratt;Rém;1 voix + piano;© 1982 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Combat spirituel;;1
JEM322;Vous bondirez de joie;Et tous les arbres des champs;The Trees of the Field;Stuart Dauerman;Stuart Dauerman;Mim;1 voix;© 1975 Lillenas Publishing Company/Song Solutions CopyCare/LTC;;Joie et célébration;;1
JEM323;Je veux danser;Pour le Roi des rois;I wanna dance and sing;Dale Garratt;Dale Garratt;Rém;1 voix;© 1982 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Joie et célébration;;1
JEM324;Abba, Père;Je veux être à toi seulement;Abba Father;David Bilbrough;David Bilbrough;La;2x2 voix;© 1977 Kingswaysongs/LTC;;Consécration;;1
JEM325;Viens, Esprit de sainteté;Viens Esprit du Père;;Gocam;Andre Gouze;Solm;2x2 voix;;;Saint-Esprit;;1
JEM326;Viens, Seigneur Jésus;;;Claude Fraysse;Colette Bergèse;Fa;2x2 voix;© 1984 Claude Fraysse;;Prière;;1
JEM327;Dieu est esprit;;;Corinne Lafitte;Corinne Lafitte;Do;1 voix + piano;© Corinne Lafitte;;Adoration;;1
JEM328;Adorons le Seigneur;Dans la joie, au milieu de ton peuple;;Rolf Schneider;Rolf Schneider;Ré;2x2 voix;© 1984 Rolf Schneider;;Adoration;;1
JEM329;Nous t'adorons;Nous t'aimons tendre Père;Glorify Thy Name;Donna Adkins;Donna Adkins;Do;2x2 voix + piano;© 1976 CCCM Music;;Adoration;;1
JEM330;Jésus, nous te couronnons;;Jesus we enthrone you;Paul Kyle;Paul Kyle;Lab;1 voix + piano;© 1980 Kingswaysongs/LTC;;Adoration;;1
JEM331;Digne est l'agneau;Force, gloire;Worthy is the lamb;Dale Garratt;Dale Garratt;Do;"1 voix ; 2x1 voix";© 1978 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Adoration;;1
JEM332;Rédempteur du monde;Merci notre Père;There is a redeemer;Melody Green;Melody Green;Ré;1 voix + piano;© 1982 Birdwing Music/EMI Christian Music Publishing/Small Stone Media/LTC;;Adoration;;1
JEM333;Je t'exalterai, Seigneur;Seigneur élève-toi, au-dessus des cieux;I will give thanks to Thee;Brent Chambers;Brent Chambers;Sib;2x2 voix;© 1977 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Adoration;;1
JEM334;Ne crains pas;Quand tu passeras par les eaux;;Linda McGowen;Linda McGowen;Fa;1 voix;© 1982 Linda Panci-McGowen;;Exhortation;;1
JEM335;Toi, lève-toi !;Comment les hommes croiront-ils;;Rolf Schneider;Rolf Schneider;Ré;1 voix;© 1984 Rolf Schneider;;Appel;;1
JEM336;Hosanna;Nous célébrons ton nom;Hosanna;Carl Tuttle;Carl Tuttle;Sol;1 voix + piano;© 1985 Mercy Publishing/Song Solutions CopyCare/LTC;;Joie et célébration;;1
JEM337;Venez chanter de joie;Allons avec des louanges vers lui;Come let us sing for joy;Brent Chambers;Brent Chambers;Sol;"1 voix ; 1x3 voix";© 1978 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Joie et célébration;;1
JEM338;Jésus a mis un chant;;Jesus put this song into our heart;Graham Kendrick;Graham Kendrick;Rém;1 voix;© 1986 Kingswaysongs/LTC;;Joie et célébration;;1
JEM339;Soyez joyeux;C'est le moment d'entrer;Rejoice! Rejoice!;Graham Kendrick;Graham Kendrick;Ré;1 voix + piano;© 1983 Kingswaysongs/LTC;;Joie et célébration;;1
JEM340;Dieu est bon;Et quand je pense à son amour pour moi;God is good;Graham Kendrick;Graham Kendrick;Solm;1 voix;© 1985 Kingswaysongs/LTC;;Joie et célébration;;1
JEM341;Victoire;Victoire au Seigneur de la vie;;Fabienne Pons;Fabienne Pons;Ré;1 voix + piano;© 1984 Fabienne Pons/LTC;;Combat spirituel;;1
JEM342;Gloire au Seigneur;Je loue mon Dieu;Praise to the Lord;Graham Kendrick;Graham Kendrick;Fa;1 voix + piano;© 1983 Kingswaysongs/LTC;;Louange;;1
JEM343;Comme un agneau;Tu es ressuscité, tu es vivant;Led like a lamb;Graham Kendrick;Graham Kendrick;Do;1 voix + piano;© 1983 Kingswaysongs/LTC;;Jésus-Christ;;1
JEM344;C'est ton sang;;It's your Blood;Michael Christ;Michael Christ;Do;1 voix + piano;© 1985 Mercy Publishing/Song Solutions CopyCare/LTC;;Adoration;;1
JEM345;Laissez éclater la joie;Tout dans son palais;;Fabienne Pons;Fabienne Pons;Fa#m;1 voix;© 1987 Fabienne Pons/LTC;;Joie et célébration;;1
JEM346;Digne, O digne;Chantons alléluia !;Worthy are you Lord;Mark S. Kinzer;Mark S. Kinzer;Ré;2+1 voix;© 1976 Word of God Music/The Copyright Company/Song Solutions CopyCare/LTC;;Adoration;;1
JEM347;Tu es l'auteur de mon bonheur;;You are the words I sing;Inconnu;Inconnu;Mib;1 voix;© 1989 Adaptation française Heinz Suter;;Joie et célébration;;1
JEM348;Nous apportons dans ta maison;Et nous élevons vers toi;We bring a sacrifice of praise;Kirk Dearman;Kirk Dearman;Mib;1 voix;© 1984 Stamps Baxter Music/John Benson Publishing/Small Stone Media/LTC;;Joie et célébration;;1
JEM349;O j'ai besoin de toi;;We need to hear from you;Andrae Crouch;Andrae Crouch;Mi;2x2 voix;© 1982 Crouch Music/EMI Christian Music Publishing/Small Stone Media/LTC;;Foi et confiance;;1
JEM350;Il est le Dieu de mon salut;;;Danie Hurtrel;Danie Hurtrel;Fa;1 voix;© 1985 Editions CDE;;Joie et célébration;;1
JEM351;Nous voici, Seigneur;Notre amour pour toi;We are here to praise you;Graham Kendrick;Graham Kendrick;Ré;1 voix;© 1985 Kingswaysongs/LTC;;Repentance;;1
JEM352;Il est exalté;Il est Seigneur;He is exalted;Twila Paris;Twila Paris;Fa;2x2 voix;© 1985 Montain Spring Music;;Adoration;;1
JEM353;Quand j'invoque le Seigneur;Il est vivant ! Béni soit mon rocher;I will call upon the Lord;Richard Cook;Richard Cook;Ré;"1 voix ; 1 voix + piano";© 1981 John T. Benson Publishing Co;;Combat spirituel;;1
JEM354;Mon seul abri;Je m'appuie sur toi;You are my Hiding Place; Michael Ledner; Michael Ledner;Lam;"1 voix ; 2x1 voix";© 1981 CCCM Music;;Consécration;;1
JEM355;Un jour dans tes parvis;Rassemblés en ce lieu;;Jean-François Bussy;Jean-François Bussy;Sol;1 voix;© 1986 Jean-François Bussy;;Joie et célébration;;1
JEM356;Exaltons le Seigneur;Le Seigneur marche dans la splendeur;The Lord is marching out;Graham Kendrick;Graham Kendrick;Sim;1 voix;© 1986 Kingswaysongs/LTC;;Joie et célébration;;1
JEM357;Nous te glorifions;O Roi des rois;We will glorify;Twila Paris;Twila Paris;"Ré ; Mib";2x2 voix;© 1982 Singspiration Inc./Harry Fox Music/Small Stone Media/LTC;;Adoration;;1
JEM358;Chantez au Seigneur;Alléluia, chantez au Seigneur;;Claude Fraysse;Olivier Arnera;Fa;"1+2 voix ; 2x2 voix";© 1987 Claude Fraysse;;Exhortation;;1
JEM359;Viens adorer;Peuple racheté;Come and praise Him royal priest;Andy Carter;Andy Carter;Fa;1 voix;© 1977 Kingswaysongs/LTC;;Adoration;;1
JEM360;Une nouvelle création;Je veux te louer Seigneur;I am a new creation;David Bilbrough;David Bilbrough;Mib;1 voix;© 1983 Kingswaysongs/LTC;;Joie et célébration;;1
JEM361;Le Seigneur est au milieu de toi;Crie de joie, chante alléluia;;Rolf Schneider;Rolf Schneider;Mim;1 voix;© 1988 Rolf Schneider;;Joie et célébration;;1
JEM362;Prosternons-nous;Car il est notre Dieu;Come let us worship and bow down;Dave Doherty;Dave Doherty;Ré;1 voix + piano;© 1980 Maranatha Praise/Song Solutions CopyCare/LTC;;Adoration;;1
JEM363;Ensemble;Ensemble nous pouvons chanter;All together;Abraham Edwards;Ruth Muller;Mib;1x3 voix;© Music et Foi;;Unité;;1
JEM364;Viens Esprit de Dieu;Remplis-nous de toi;;Sylvain Freymond;Sylvain Freymond;Solm;1 voix;© 1988 Sylvain Freymond;;Appel;;1
JEM365;C'est Dieu qui exerce;Le Dieu tout-puissant donne la victoire;The battle song;Dale Garratt;Dale Garratt;Fa;2x1 voix;© 1980 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Combat spirituel;;1
JEM366;L'Eternel Dieu est au milieu de toi;;The Lord your God is in your midst;Inconnu;Inconnu;Sol;1 voix;© 1988 Adaptation française Jeunesse en Mission;;Joie et célébration;;1
JEM367;La voix des petits enfants;Seigneur, notre maître;;Louise Neuenschwander;Louise Neuenschwander;Ré;1 voix;© 1987 Louise Aubry;;Louange;;1
JEM368;Dieu tu es grand;;Great is the Lord;Michael Whitaker Smith;Michael Whitaker Smith;Do;2x2 voix;© 1982 EMI Christian Music Publishing/Small Stone Media/LTC;;Adoration;;1
JEM369;Change mon cœur, Seigneur;Jésus, tu es le potier;Change my Heart, O God;Eddie Espinosa;Eddie Espinosa;Do;1 voix;© 1982 Mercy Publishing/Song Solutions CopyCare/LTC;;Repentance;;1
JEM370;Nous te bénissons;Seigneur, notre Dieu;Father in heaven;Bob Fitts;Bob Fitts;Do;"1 voix ; 2x2";© 1985 Scripture in Song/Maranatha Praise/Song Solutions CopyCare/LTC;;Adoration;;1
JEM371;Nous croyons;Jésus, Roi des rois;We believe;Graham Kendrick;Graham Kendrick;Fa#m;1 voix;© 1986 Make Way Music/Kingswaysongs/LTC;;Adoration;;1
JEM372;Abba Père;Nous n'avons pas reçu;;Linda Panci-McGowen;Linda Panci-McGowen;Sib;1 voix;© 1993 Linda Panci-McGowen;;Adoration;;2
JEM373;Acclamez Dieu ;Gens du monde entier;;Judith Ann Robertson;Judith Ann Robertson;Mim;1 voix;© 1989 Judith Ann Robertson/LTC;;Louange;;2
JEM374;Acclamez le Seigneur avec joie ;;;Sylvain Freymond;Sylvain Freymond;Sol;1 voix;© 1992 Sylvain Freymond;;Joie et célébration;;2
JEM375;Acclamons Jésus;;All Hail King Jesus;Dave Moody;Dave Moody;Fa;2x2 voix;© 1981 Dayspring Music LLC/Song Solutions CopyCare France/LTC;;Jésus-Christ;;2
JEM376;Agneau de Dieu;Qui ôtes le péché du monde;;Jean-François Bussy;Jean-François Bussy;Mib;"2x2 voix ; 1 voix";© 1989 Jean-François Bussy;;Adoration;;2
JEM377;Alpha et Omega;Réjouis-toi, voici la ville sainte;Alpha and Omega;Adrian Snell;Adrian Snell;Sol;"1 voix ; 2x2 voix";© 1986 Word Musik LLC/Song Solutions CopyCare France/LTC;;Adoration;;2
JEM378;À toi le règne;;;Christophe Berly;Christophe Berly;La;1 voix;© 1991 Christophe Berly/LTC;;Adoration;;2
JEM379;Assaillons les villes;Nous sommes l'armée du Roi;;Corinne Lafitte;Corinne Lafitte;Do;1 voix;© 1990 Corinne Lafitte;;Combat spirituel;;2
JEM380;À tes pieds;Je veux être assis;;Philippe André;Philippe André;Sol;1 voix;© 1989 Philippe André/LTC;;Consécration;;2
JEM381;À toi le roi;À toi, le Roi éternel;Unto the King;Joey Holder;Joey Holder;Ré;2+1 voix;© 1984 Far Lane Music Publishing/Mercy Publishing/Song Solutions CopyCare France/LTC;;Adoration;;2
JEM382;Au calvaire;Ils le menèrent comme un brigand;;Jean-François Bussy;Jean-François Bussy;La;"1x2 voix ; 2x2 voix";© 1987 Jean-François Bussy;;Appel;;2
JEM383;Bénis l'Eternel;Quand tout s'effondre, sombre;;"Thierry Ostrini ; Chris Christensen";Thierry Ostrini;Mi;2+1 voix;© 1990 Integrity's Hosanna! Music/LTC;;Confession;;2
JEM384;Béni soit mon Dieu ;Tu es beau dans ton sanctuaire;Blessed be my God;"Don Cusic ; Jackie Cusic";"Don Cusic ; Jackie Cusic";Do;1 voix;© 1993 BMG Music Publishing Ltd;;Foi et confiance;;2
JEM385;Car Dieu est un Dieu puissant ;;Our God is a awesome God;Rich Mullins;Rich Mullins;La;1x3 voix;© 1988 EMI CMG Publishing/Small stone media/LTC;;Adoration;;2
JEM386;Car Dieu l'a exalté ;;God has exalted him;Austin Martin;Austin Martin;Mim;1 voix;© 1984 Kingswaysongs/Thankyou Music/LTC;;Confession;;2
JEM387;Car Il est le Dieu puissant;Béni soit le nom de Dieu;;Fabienne Pons;Fabienne Pons;Sol;1 voix;© 1998 Fabienne Pons/LTC;;Dieu;;2
JEM388;Celui qui a changé ma vie;Je l'ai rencontré;;Corinne Lafitte;Corinne Lafitte;Do;1 voix;© 1988 Corinne Lafitte;;Appel;;2
JEM389;Chant victorieux;Tu es mon Roi, Seigneur;Victory Chant;Joseph Vogels;Joseph Vogels;Do;2x1 voix;© 1985 Scripture in Song/Maranatha Music/Song Solutions CopyCare France/LTC;;Confession;;2
JEM390;Christ en vous ;Jésus, image du Père;Christ in you;Linda Panci-McGowen;Linda Panci-McGowen;Fa;2x2 voix;© 1993 Linda Panci-McGowen;;Espérance;;2
JEM391;Comme un phare;Sans ta lumière;;David Durham;David Durham;Sol;1 voix;© 1993 David Durham et François Reymond;;Foi et confiance;;2
JEM392;Comme un souffle fragile;Ta parole est murmure;;Gaëtan de Courrèges;Pierre Jacob;Mim;"2x2 voix ; 1x2 voix";© Domaine public;;Louange;;2
JEM393;Danse et chante;Alors que l'aube enlève;;Chris Christensen;Thierry Ostrini;Sol;1 voix;© 1991 Chris Christensen/LTC;;Joie et célébration;;2
JEM394;Dans ta présence;Tu es mon Dieu;;Rolf Schneider;Rolf Schneider;Sim;1 voix;© 1993 Rolf Schneider;;Adoration;;2
JEM395;Devant ta face;Je veux te louer;;François Reymond;François Reymond;Lam;1 voix;© 1993 François Reymond;;Repentance;;2
JEM396;Dès le matin;Les montagnes dansent;;Gérard Bryon;Gérard Bryon;Si;1 voix;© 1985 Gérard Bryon/LTC;;Consécration;;2
JEM397;Dieu aie pitié de nous;;Lord, have mercy;Graham Kendrick;Graham Kendrick;Mi;2x2 voix;© 1986 Thankyou Music/LTC;;Repentance;;2
JEM398;Dieu a une armée;Peuple de Dieu, lève tes mains;;Corinne Lafitte;Corinne Lafitte;Sol;2+1 voix;© 1990 Corinne Lafitte;;Combat spirituel;;2
JEM399;Dieu puissant;Qui pourrait saisir ta grandeur;Lord of Horst;David Durham;David Durham;Fa;1 voix;© 1992 David Durham;;Dieu;;2
JEM400;Dieu, ta fidélité ;;Great is thy faithfulness;Thomas Chisholm;Thomas Chisholm;Mib;2x2 voix;© 1923 Hope Publishing/Small Stone media/LTC;;Dieu;;2
JEM401;Dieu très saint;Tu es grand, Seigneur;Great are you Lord;Steve Cook;Steve Cook;La;2x2 voix;© 1984 Maranatha Praise Inc./Song Solutions CopyCare France/LTC;;Adoration;;2
JEM402;Dieu tu es grand et digne;Seigneur, nous voulons élever ton nom;Great is the Lord;Steve Mc Ewan;Steve Mc Ewan;La;1 voix + piano;© 1985 Body Songs/Song Solutions CopyCare France/LTC;;Adoration;;2
JEM403;Digne, digne, digne;;;Corinne Lafitte;Corinne Lafitte;Ré;1 voix;© 1990 Corinne Lafitte;;Jésus-Christ;;2
JEM404;Du cœur et de la voix ;;Nun danket alle Gott;Jean Crüger; ;Fa;2x2 voix;© Domaine public;;Louange;AF390;2
JEM405;Entends, ô Dieu;;Hear my cry;Inconnu;Inconnu;Ré;1 voix;© Domaine public;;Prière;;2
JEM406;En ton nom, Seigneur;Honneur au Père;We are gathered here;Inconnu;Inconnu;Do;3x1 voix;;;Louange;;2
JEM407;Esprit de sainteté;Tu es la lumière qui vient nous éclairer;;Fraternité des Jeunes;Fraternité des Jeunes;Sib;2x1 voix;© 1986 Jérôme Moreau;;Saint-Esprit;;2
JEM408;Exaltez le Seigneur;;Exalt the Lord our God;Rick Ridings;Rick Ridings;Fa;1 voix;© 1977 Scripture in Song/Maranatha Music/Song Solutions CopyCare France/LTC;;Adoration;;2
JEM409;Fais monter vers ton Roi;Tu m'as donné la vie;Shout for joy and sing;David Fellingham;David Fellingham;Sol;2x2 voix;© 1988 Kingswaysongs/Thankyou Music/LTC;;Joie et célébration;;2
JEM410;Faites ceci en mémoire de moi;Partagez le pain;;Sylvain Freymond;Sylvain Freymond;Fa;1 voix;© 1993 Sylvain Freymond;;Partage;;2
JEM411;Franchissons les frontières;;Cross every border;Graham Kendrick;Graham Kendrick;Sol;1 voix;© 1991 Make Way Music/LTC;;Engagement;;2
JEM412;Gloire à l'Agneau;;All Hail the Lamb;David Bilbrough;David Bilbrough;Sol;1 voix;© 1987 Kingswaysongs/Thankyou Music/LTC;;Jésus-Christ;;2
JEM413;Gloire, gloire, gloire à l'Agneau;Car il est glorieux et digne de régner;Glory to the lamb;Larry Dampsy;Larry Dampsy;Do;2x2 voix;© 1983 Zionsong Music/Song Solutions CopyCare France/LTC;;Adoration;;2
JEM414;Grandes et merveilleuses;;Great and wonderful;Stuart Dauerman;Stuart Dauerman;Mim;1 voix + piano;© 1972 Lillenas Publishing Company/Song Solutions CopyCare France/LTC;;Joie et célébration;;2
JEM415;Il est sorti du tombeau;;;Rick Ridings;Rick Ridings;Fa;2x2 voix;© 1989 Patti Ridings/LTC;;Espérance;;2
JEM416;Guéris ce pays;Montre-nous aujourd'hui;Lord we long for you - Heal our nation;Trish Morgan;Trish Morgan;Mi;"1 voix ; 2x2 voix";© 1986 Kingswaysongs/Thankyou Music/LTC;;Intercession;;2
JEM417;Hosanna;Il est plus grand que tous mes ennemis;;Mady Ramos;Mady Ramos;Lab;1 voix;© 1992 Mady Ramos;;Louange;;2
JEM418;Il est le même;Mon avenir est entre ses mains;;Rolf Schneider;Rolf Schneider;Sol;"2x1 voix ; 1 voix";© 1992 Rolf Schneider;;Foi et confiance;;2
JEM419;Il règne dans sa splendeur;Il est Seigneur;Reigning in all splendour;David Bilbrough;David Bilbrough;Rém;1 voix + piano;© 1984 Kingswaysongs/Thankyou Music/LTC;;Proclamation;;2
JEM420;J'ai besoin de toi;;;Gérard Bryon;Gérard Bryon;Ré;1 voix;© 1985 Gérard Bryon/LTC;;Unité;;2
JEM421;J'ai besoin de ta confiance;;;Claude Fraysse;Colette Bergèse;Fa;2x2 voix;© 1987 Claude Fraysse;;Consécration;;2
JEM422;J'aime ta présence;Et ton amour est là;;Fabienne Pons;Fabienne Pons;Ré;1 voix + tempo;© 1990 Fabienne Pons/LTC;;Adoration;;2
JEM423;J'ai soif de ta présence;Chaque jour, à chaque heure;I need Thee every hour;Robert Lowry;Auguste Glardon;Lab;2x2 voix;© Domaine public;;Consécration;AF184;2
JEM424;Je crois en Jésus;;I believe in Jesus;Marc Nelson;Marc Nelson;Mi;2+1 voix;© 1987 Mercy/Vineyard Publishing/Song Solutions CopyCare France/LTC;;Confession;;2
JEM425;Je désire entendre ta voix;Seigneur, je veux parler de tes fardeaux;;Sylvain Freymond;Sylvain Freymond;Ré;"1x2 voix ; 1x3 voix";© 1992 Sylvain Freymond;;Consécration;;2
JEM426;Je laisse à tes pieds;;I cast all my cares upon you;Kelly Willard;Kelly Willard;Do;2x2 voix;© Maranatha! Music/Song Solutions CopyCare France/LTC;;Consécration;;2
JEM427;Je n'ai que toi;Dieu, tu es le soutien de mon cœur;Whom have I;"Billy Sprague ; David Durham";"Billy Sprague ; David Durham";Mi;"1 voix ; 2x2 voix";© 1982 Word Music;;Consécration;;2
JEM428;J'entre dans tes portes;Je reconnais ta majesté;;Mady Ramos;Mady Ramos;Mi;1 voix + piano;© 1992 Mady Ramos;;Adoration;;2
JEM429;Je réveillerai l'aurore;Je veux te louer, et t'adorer à jamais;I will praise you Lord;Robin Brooks;Robin Brooks;Sib;1 voix + piano;© 1986 Integrity's Hosanna! Music/LTC;;Adoration;;2
JEM430;Jésus est Roi;Car le Seigneur est grand;He reigns;Rick Ridings;Rick Ridings;Mi;1 voix;© 1989 Ariose Music/Small stone Media/LTC;;Combat spirituel;;2
JEM431;Je suis né pour te louer;Je suis né pour t'aimer;I was made to praise you;Chris Christensen;Chris Christensen;Fa;1 voix + piano;© 1986 Integrity's Hosanna! Music/LTC;;Adoration;;2
JEM432;Je suis venu te louer;Exalter ton nom, je t'aime;I just want to praise you;Arthur Tannous;Arthur Tannous;Fa;1 voix + piano;© 1984 Acts Music/Thankyou Music/LTC;;Adoration;;2
JEM433;Jésus est Seigneur;Son trône est fondé sur la justice;Jesus Christ is Lord;Ramon Pink;Ramon Pink;Fa#m;2+1 voix;© 1987 Scripture in Song/Maranatha Music/Song Solutions CopyCare France/LTC;;Combat spirituel;;2
